INFO   | wrapper  | timer   | 2025/02/19 09:38:18.134 | The timer fell behind the system clock by 410111000ms.
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.435 | INFO  [orphanXyFormDataRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (orphanXyFormDataRetentionCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using orphanXyFormDataRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.666 | INFO  [auditReportDataRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (auditReportDataRetentionCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using AuditReportDataRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.676 | INFO  [integrationApiMediaCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (integrationApiMediaCleanupCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using integrationApiMediaCleanupRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.688 | INFO  [outboundRetryCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (outboundRetryCleanupCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.698 | INFO  [outboundRequestCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (outboundRequestCleanupCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.699 | INFO  [orphanXyFormDataRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (orphanXyFormDataRetentionCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.794 | INFO  [xyFormDataRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (xyFormDataRetentionCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.967 | INFO  [xyFormHistoryRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (xyFormHistoryRetentionCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:23.416 | INFO  [cronJobHistoryRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (cronJobHistoryRetentionCronJob) [AfterRetentionCleanupJobPerformable] Sending 100 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:23.822 | INFO  [inboundRequestCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (inboundRequestCleanupCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:23.822 | INFO  [inboundRequestCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (inboundRequestCleanupCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using inboundRequestCleanupRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:23.834 | INFO  [inboundRequestCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (inboundRequestCleanupCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:25.553 | INFO  [full-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (full-powertoolsIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:26.035 | INFO  [full-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (full-electronicsIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:26.035 | INFO  [cmsVersionGCCronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (cmsVersionGCCronJob) [CMSVersionGCPerformable] 0 obsolete versions deleted; 0 versions retained
INFO   | jvm 2    | main    | 2025/02/19 09:38:27.155 | INFO  [full-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (full-apparel-ukIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:27.549 | INFO  [full-apparel-deIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (full-apparel-deIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:27.559 | INFO  [merchSynchronizationCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (merchSynchronizationCleanupCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:27.559 | INFO  [merchSynchronizationCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (merchSynchronizationCleanupCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using merchSynchronizationRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:27.570 | INFO  [merchSynchronizationCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (merchSynchronizationCleanupCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
STATUS | wrapper  | main    | 2025/02/19 09:38:35.956 | Pinging the JVM took 6 seconds to respond.
INFO   | jvm 2    | main    | 2025/02/19 09:38:42.835 | INFO  [auditReportDataRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (auditReportDataRetentionCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:42.842 | INFO  [integrationApiMediaCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (integrationApiMediaCleanupCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:42.842 | INFO  [inboundRequestMediaCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (inboundRequestMediaCleanupCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:42.842 | INFO  [outboundRequestMediaCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (outboundRequestMediaCleanupCronJob) [AfterRetentionCleanupJobPerformable] Sending 0 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:38:42.842 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:42.893 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:38:42.926 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:42.926 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:42.932 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:38:42.932 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
STATUS | wrapper  | main    | 2025/02/19 09:38:56.544 | Pinging the JVM took 3 seconds to respond.
INFO   | jvm 2    | main    | 2025/02/19 09:39:18.971 | INFO  [update-backofficeIndex-CronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-backofficeIndex-CronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:39:21.781 | INFO  [update-backofficeIndex-CronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-backofficeIndex-CronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:39:21.960 | INFO  [update-backofficeIndex-CronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-backofficeIndex-CronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:39:46.201 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:39:47.797 | INFO  [update-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-ukIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:39:50.967 | INFO  [update-apparel-deIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-deIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:39:56.811 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:39:58.808 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:39:59.305 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:39:59.863 | INFO  [update-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-ukIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:40:00.267 | INFO  [update-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-ukIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:00.397 | INFO  [update-apparel-deIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-deIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:40:00.584 | INFO  [update-apparel-deIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-deIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:01.137 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:40:01.671 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:07.970 | INFO  [cronJobHistoryRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (cronJobHistoryRetentionCronJob) [AfterRetentionCleanupJobPerformable] Sending 100 items for clean up, using basicRemoveCleanupAction
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.495 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-ukIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-backofficeIndex-CronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-backofficeIndex-CronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-apparel-deIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-deIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-ukIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-ukIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-apparel-deIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-deIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-apparel-deIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-deIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-backofficeIndex-CronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-backofficeIndex-CronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:40:47.525 | INFO  [update-backofficeIndex-CronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-backofficeIndex-CronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:40:50.207 | ERROR [full-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (full-apparel-ukIndex-cronJob) [SolrStandaloneSearchProvider] Server refused connection at: https://localhost:8983/solr
INFO   | jvm 2    | main    | 2025/02/19 09:40:50.225 | org.apache.solr.client.solrj.SolrServerException: Server refused connection at: https://localhost:8983/solr
INFO   | jvm 2    | main    | 2025/02/19 09:40:50.225 | 	at org.apache.solr.client.solrj.impl.HttpSolrClient.executeMethod(HttpSolrClient.java:736) ~[solr-solrj-9.7.0.jar:9.7.0 675a41516e3f3bacfc975590773e7abdca444ff4 - anshum - 2024-09-03 15:05:20]
INFO   | jvm 2    | main    | 2025/02/19 09:40:50.225 | 	at org.apache.solr.client.solrj.impl.HttpSolrClient.request(HttpSolrClient.java:265) ~[solr-solrj-9.7.0.jar:9.7.0 675a41516e3f3bacfc975590773e7abdca444ff4 - anshum - 2024-09-03 15:05:20]
INFO   | jvm 2    | main    | 2025/02/19 09:40:50.225 | 	at org.apache.solr.client.solrj.impl.HttpSolrClient.request(HttpSolrClient.java:244) ~[solr-solrj-9.7.0.jar:9.7.0 675a41516e3f3bacfc975590773e7abdca444ff4 - anshum - 2024-09-03 15:05:20]
INFO   | jvm 2    | main    | 2025/02/19 09:40:50.225 | 	at de.hybris.platform.solrfacetsearch.solr.impl.SolrStandaloneSearchProvider$ClusterSolrClient.request(SolrStandaloneSearchProvider.java:501) ~[solrfacetsearchserver.jar:?]
INFO   | jvm 2    | main    | 2025/02/19 09:40:50.225 | 	at de.hybris.platform.solrfacetsearch.solr.impl.CachedSolrClient.request(CachedSolrClient.java:64) ~[solrfacetsearchserver.jar:?]
INFO   | jvm 2    | main    | 2025/02/19 09:40:50.225 | 	at de.hybris.platform.solrfacetsearch.solr.impl.SolrStandaloneSearchProvider$ClusterSolrClient$ClusterNodeSolrClient.request(SolrStandaloneSearchProvider.java:560) ~[solrfacetsearchserver.jar:?]
INFO   | jvm 2    | main    | 2025/02/19 09:40:50.225 | 	at org.apache.solr.client.solrj.SolrRequest.process(SolrRequest.java:255) ~[solr-solrj-9.7.0.jar:9.7.0 675a41516e3f3bacfc975590773e7abdca444ff4 - anshum - 2024-09-03 15:05:20]
INFO   | jvm 2    | main    | 2025/02/19 09:40:50.225 | 	at de.hybris.platform.solrfacetsearch.solr.impl.SolrStandaloneSearchProvider.clusterRequest(SolrStandaloneSearchProvider.java:340) [solrfacetsearchserver.jar:?]
